Time,timestampREST,REST,timestampHTTP,HTTPStream,timestampWSSAsset,WebSocketAsset,timestampWSSSymbol,WebSocketSymbol
2024-05-31T08:33:10+00:00,,,1717144389,3704.67107864,,,,
2024-05-31T08:33:11+00:00,,,1717144390,3704.67107864,,,,
2024-05-31T08:33:12+00:00,,,1717144391,3704.67107864,,,,
2024-05-31T08:33:13+00:00,,,1717144392,3704.67107864,,,,
2024-05-31T08:33:14+00:00,,,1717144393,3704.67107864,,,,
2024-05-31T08:33:15+00:00,,,1717144394,3705.59504098,,,,
2024-05-31T08:33:16+00:00,,,1717144395,3705.54316286,,,,
2024-05-31T08:33:17+00:00,,,1717144396,3705.54316286,,,,
2024-05-31T08:33:18+00:00,,,1717144397,3704.67107864,,,,
2024-05-31T08:33:19+00:00,,,1717144398,3704.67107864,,,,
2024-05-31T08:33:20+00:00,,,1717144399,3704.67107864,,,,
2024-05-31T08:33:21+00:00,,,1717144400,3704.67107864,,,,
2024-05-31T08:33:22+00:00,,,1717144401,3704.67107864,,,,
2024-05-31T08:33:23+00:00,,,1717144402,3704.67107864,,,,
2024-05-31T08:33:24+00:00,,,1717144403,3704.67107864,,,,
2024-05-31T08:33:25+00:00,,,1717144404,3704.67107864,,,,
2024-05-31T08:33:26+00:00,,,1717144405,3704.67107864,,,,
2024-05-31T08:33:27+00:00,,,1717144406,3704.67107864,,,,
2024-05-31T08:33:28+00:00,,,1717144407,3704.67107864,,,,
2024-05-31T08:33:29+00:00,,,1717144408,3704.67107864,,,,
2024-05-31T08:33:30+00:00,,,1717144409,3704.70962143,,,,
2024-05-31T08:33:31+00:00,,,1717144410,3704.70962143,,,,
2024-05-31T08:33:32+00:00,,,1717144411,3704.70962143,,,,
2024-05-31T08:33:33+00:00,,,1717144412,3704.70962143,,,,
2024-05-31T08:33:34+00:00,,,1717144413,3704.70962143,,,,
2024-05-31T08:33:35+00:00,,,1717144414,3704.70962143,,,,
2024-05-31T08:33:36+00:00,,,1717144415,3704.70962143,,,,
2024-05-31T08:33:37+00:00,,,1717144416,3704.70962143,,,,
2024-05-31T08:33:38+00:00,,,1717144417,3704.70962143,,,,
2024-05-31T08:33:39+00:00,,,1717144418,3705.51704813,,,,
2024-05-31T08:33:40+00:00,,,1717144419,3705.56522028,,,,
2024-05-31T08:33:41+00:00,,,1717144420,3705.56522028,,,,
2024-05-31T08:33:42+00:00,,,1717144421,3705.52816478,,,,
2024-05-31T08:33:43+00:00,,,1717144422,3705.58745358,,,,
2024-05-31T08:33:44+00:00,,,1717144423,3705.58745358,,,,
2024-05-31T08:33:45+00:00,,,1717144424,3705.55410363,,,,
2024-05-31T08:33:46+00:00,,,1717144425,3705.55410363,,,,
2024-05-31T08:33:47+00:00,,,1717144426,3704.70962143,,,,
2024-05-31T08:33:48+00:00,,,1717144427,3704.70962143,,,,
2024-05-31T08:33:49+00:00,,,1717144428,3704.70962143,,,,
2024-05-31T08:33:50+00:00,,,1717144429,3704.70962143,,,,
2024-05-31T08:33:51+00:00,,,1717144430,3704.70962143,,,,
2024-05-31T08:33:52+00:00,,,1717144431,3704.70962143,,,,
2024-05-31T08:33:53+00:00,,,1717144432,3704.69159953,,,,
2024-05-31T08:33:54+00:00,,,1717144433,3704.69159953,,,,
2024-05-31T08:33:55+00:00,,,1717144434,3704.69159953,,,,
2024-05-31T08:33:56+00:00,,,1717144435,3704.69159953,,,,
2024-05-31T08:33:57+00:00,,,1717144436,3704.88159813,,,,
2024-05-31T08:33:58+00:00,,,1717144437,3704.88159813,,,,
2024-05-31T08:33:59+00:00,,,1717144438,3704.88159813,,,,
2024-05-31T08:34:00+00:00,,,1717144439,3704.88159813,,,,
2024-05-31T08:34:01+00:00,,,1717144440,3704.88159813,,,,
2024-05-31T08:34:02+00:00,,,1717144441,3704.88159813,,,,
2024-05-31T08:34:03+00:00,,,1717144443,3705.56522028,,,,
2024-05-31T08:34:05+00:00,,,1717144444,3705.56522028,,,,
2024-05-31T08:34:06+00:00,,,1717144445,3705.51334258,,,,
2024-05-31T08:34:07+00:00,,,1717144446,3705.82745921,,,,
2024-05-31T08:34:08+00:00,,,1717144447,3705.84598833,,,,
2024-05-31T08:34:09+00:00,,,1717144448,3705.84598833,,,,
2024-05-31T08:34:10+00:00,,,1717144449,3705.84598833,,,,
