name,price,conf,percent,publish_time
ADA,41365557,44750,0.0010818178998532524,1722213300
AAVE,10032950835,8994621,0.0008965080311788451,1722213300
INJ,2476295565,2748219,0.0011098105730363412,1722213300
LINK,1355567778,1464104,0.0010800669828255538,1722213300
BTC,6883320041851,3144708651,0.00045685928184073705,1722213301
ETH,329380336877,145086632,0.00044048358616555634,1722213301
BNB,58774913413,54063015,0.0009198314699353039,1722213301
ARB,72159278,69778,0.0009669996975302331,1722213301
CAKE,195970025,231338,0.0011804764529677434,1722213301
SOL,18770906295,16773066,0.0008935671904381002,1722213301
XRP,60150516,54821,0.0009113970028120789,1722213301
ADA,41354840,45828,0.0011081653320385231,1722213301
AAVE,10033006661,9294988,0.0009264409278358397,1722213301
INJ,2476422738,2839125,0.0011464621756352167,1722213301
LINK,1355567778,1433585,0.0010575531694292013,1722213301
BTC,6883400000000,3159000000,0.00045893017985297965,1722213302
ETH,329383500000,116938392,0.00035502200929919073,1722213302
BNB,58775000000,53976428,0.000918356920459379,1722213302
ARB,72160023,69104,0.000957649362168302,1722213302
CAKE,195954923,241675,0.0012333193588609152,1722213302
SOL,18772494500,16363281,0.0008716625805909812,1722213302
XRP,60150008,55329,0.0009198502517239898,1722213302
ADA,41354840,45828,0.0011081653320385231,1722213302
AAVE,10034157500,8779557,0.0008749670313626232,1722213302
INJ,2476467026,2867154,0.0011577598126275234,1722213302
LINK,1355550000,1415807,0.0010444520674265058,1722213302
BTC,6883400000000,3189364207,0.0004633414020687451,1722213303
ETH,329396464885,162051676,0.000491965437627195,1722213303
BNB,58775002500,49391487,0.0008403485308231165,1722213303
ARB,72164644,72161,0.0009999495043583947,1722213303
CAKE,195994258,209212,0.0010674394348838526,1722213303
SOL,18773102815,16971596,0.0009040378762768738,1722213303
XRP,60150002,56336,0.0009365918225572128,1722213303
ADA,41361563,43129,0.0010427313880764129,1722213303
AAVE,10035316003,8831929,0.000880084792283546,1722213303
INJ,2476488242,2904629,0.001172882209064815,1722213303
LINK,1355547779,1386596,0.001022904556726805,1722213303
BTC,6884292500000,3450649925,0.0005012352286019224,1722213304
ETH,329428873102,148019798,0.00044932247925387253,1722213304
BNB,58782218870,56755095,0.0009655146758838231,1722213304
ARB,72170824,72162,0.0009998777345260738,1722213304
CAKE,196000078,274136,0.001398652504617881,1722213304
SOL,18776438821,16514579,0.0008795373370550818,1722213304
XRP,60149988,55753,0.0009268996030389897,1722213304
ADA,41364233,48728,0.0011780225684349084,1722213304
AAVE,10037467633,10008979,0.000997161770872731,1722213304
INJ,2476664212,3138977,0.001267421309998725,1722213304
LINK,1355715001,1318899,0.0009728438492066225,1722213304
BTC,6884839279656,3503611985,0.000508887984553658,1722213305
ETH,329475509142,146393558,0.00044432303445324104,1722213305
BNB,58784360926,45061375,0.0007665537957744404,1722213305
ARB,72180231,72180,0.00099999679967774,1722213305
CAKE,196007177,254652,0.0012991973247999996,1722213305
SOL,18778830000,17703806,0.0009427534090249499,1722213305
XRP,60152500,57348,0.0009533768338805536,1722213305
ADA,41364941,45950,0.001110844084124283,1722213305
AAVE,10041012000,8512025,0.000847725806920657,1722213305
INJ,2477453809,2785441,0.0011243160174696923,1722213305
LINK,1356000000,1677875,0.0012373709439528024,1722213305
BTC,6885608632238,2797367762,0.0004062629625655595,1722213306
ETH,329521676436,152555945,0.00046296178949438416,1722213306
BNB,58786099431,57514961,0.0009783768876774688,1722213306
ARB,72195000,65223,0.0009034282152503636,1722213306
CAKE,196021159,273958,0.0013975940219800454,1722213306
SOL,18779627988,15645360,0.0008331027648682516,1722213306
XRP,60159251,57917,0.0009627280765181069,1722213306
ADA,41372134,43710,0.001056508228461215,1722213306
AAVE,10042995600,10088764,0.0010045572458480417,1722213306
INJ,2478417919,2908296,0.0011734485849640114,1722213306
LINK,1356000000,1730000,0.001275811209439528,1722213306
BTC,6885651560116,3181439883,0.00046203904673712586,1722213307
ETH,329522065700,165119055,0.0005010864891528264,1722213307
BNB,58784986117,58712096,0.0009987600555547479,1722213307
ARB,72195000,73413,0.0010168709744442135,1722213307
CAKE,196012285,278565,0.0014211609236635346,1722213307
SOL,18779215625,16215673,0.0008634904313262552,1722213307
XRP,60155000,62168,0.0010334635524894024,1722213307
ADA,41372429,43440,0.0010499746099026479,1722213307
AAVE,10042506499,9717294,0.0009676164014399808,1722213307
INJ,2478414054,3109991,0.0012548310864283051,1722213307
LINK,1356001212,1533187,0.0011306678684591027,1722213307
BTC,6885638811616,3480833804,0.0005055208237364804,1722213308
ETH,329511690018,137025681,0.0004158446730448768,1722213308
BNB,58784899514,52544293,0.0008938399730952375,1722213308
ARB,72195000,74948,0.0010381328346838424,1722213308
CAKE,196007385,283465,0.0014461955094191986,1722213308
SOL,18780796000,16053738,0.0008547953984485003,1722213308
XRP,60155000,57334,0.0009531044800930929,1722213308
ADA,41370000,41162,0.000994972202078801,1722213308
AAVE,10042088016,8800516,0.0008763631613244367,1722213308
INJ,2478447721,2914308,0.0011758601867237046,1722213308
LINK,1356001246,1574020,0.0011607806442974315,1722213308
BTC,6885622240952,3497404468,0.0005079286004392323,1722213309
ETH,329519926233,154120742,0.00046771296583449366,1722213309
BNB,58784961933,52481874,0.0008927772048201048,1722213309
ARB,72195373,66546,0.00092174882177006,1722213309
CAKE,196007385,249502,0.0012729214258942335,1722213309
SOL,18782233789,18041671,0.0009605711015356588,1722213309
XRP,60154784,57550,0.0009566986392969178,1722213309
ADA,41366581,44581,0.0010777056967797266,1722213309
AAVE,10042000000,8712500,0.0008676060545708027,1722213309
INJ,2478438208,2765897,0.0011159838446131638,1722213309
LINK,1356050000,1525266,0.0011247859592197927,1722213309
BTC,6885560705058,3272294941,0.00047524015561960486,1722213310
ETH,329519499291,153693800,0.0004664179216425441,1722213310
BNB,58783834783,50852649,0.0008650787956879999,1722213310
ARB,72195281,77831,0.001078062152012401,1722213310
CAKE,196012285,244602,0.0012478911717191603,1722213310
SOL,18782500500,17732850,0.0009441155079431517,1722213310
XRP,60154911,57423,0.0009545854036755204,1722213310
ADA,41365746,38642,0.0009341545538668637,1722213310
AAVE,10041836259,8348759,0.0008313976432863482,1722213310
INJ,2478478594,2760982,0.0011139825886267065,1722213310
LINK,1356050000,1466809,0.0010816776667527009,1722213310
BTC,6885723096691,3286179788,0.000477245416618511,1722213311
ETH,329522469680,119361121,0.00036222452786273374,1722213311
BNB,58784766728,54260905,0.000923043639027571,1722213311
ARB,72203597,71377,0.0009885518584344213,1722213311
CAKE,196044024,240020,0.0012243168401807544,1722213311
SOL,18783439546,15115888,0.0008047454760871515,1722213311
XRP,60155021,59647,0.0009915548030479452,1722213311
ADA,41366973,39929,0.0009652386216414723,1722213311
AAVE,10041577914,8083914,0.0008050441941728482,1722213311
INJ,2478444003,2724736,0.0010993736379364954,1722213311
LINK,1356125000,1412848,0.0010418272651857314,1722213311
BTC,6885658792434,3449816091,0.0005010146733948939,1722213312
ETH,329524580144,124758402,0.0003786012016022642,1722213312
BNB,58784913397,48127622,0.000818707032448501,1722213312
ARB,72204309,75482,0.001045394673051992,1722213312
CAKE,196035229,231229,0.001179527787834502,1722213312
SOL,18784355870,15577120,0.0008292602689069477,1722213312
XRP,60154911,59944,0.0009964938689710637,1722213312
ADA,41364840,38257,0.0009248675928638911,1722213312
AAVE,10040517959,7816124,0.0007784582460702514,1722213312
INJ,2478488232,2944817,0.001188150487050608,1722213312
LINK,1356151500,1371620,0.0010114061740152188,1722213312
BTC,6886023447185,3186944347,0.00046281346141840686,1722213313
ETH,329526772178,126448304,0.0003837269523330159,1722213313
BNB,58785356534,61298554,0.0010427521004239624,1722213313
ARB,72204643,77203,0.0010692248696527729,1722213313
CAKE,196048556,241046,0.00122952193537197,1722213313
SOL,18785008290,14783503,0.0007869841083791185,1722213313
XRP,60154763,54238,0.0009016409889271778,1722213313
ADA,41365000,41878,0.0010124017889520127,1722213313
AAVE,10040270370,8063713,0.0008031370374341822,1722213313
INJ,2478488107,2844305,0.0011475967917565643,1722213313
LINK,1356160394,1383185,0.001019927293349344,1722213313
BTC,6886285000000,2925391532,0.00042481418239297385,1722213314
ETH,329529832261,129508387,0.00039300959828554913,1722213314
BNB,58792856415,57641932,0.0009804240772573458,1722213314
ARB,72205000,77560,0.0010741638390693166,1722213314
CAKE,196048563,243827,0.0012437071522936895,1722213314
SOL,18785406572,15148212,0.0008063819083148668,1722213314
XRP,60155346,59683,0.000992147896547715,1722213314
ADA,41365000,41882,0.0010124984890608002,1722213314
AAVE,10040270370,9265075,0.000922791384949527,1722213314
INJ,2478488107,2929062,0.0011817938491322363,1722213314
LINK,1356343318,1378818,0.001016570053983928,1722213314
BTC,6886358408595,3310930351,0.0004807955314767762,1722213315
ETH,329554798343,154474469,0.0004687368224547083,1722213315
BNB,58793845277,52658528,0.0008956469465792856,1722213315
ARB,72208610,66185,0.0009165804465700143,1722213315
CAKE,196046740,241701,0.0012328743645520451,1722213315
SOL,18786007034,14089954,0.0007500238861030547,1722213315
XRP,60158103,57895,0.0009623807452838066,1722213315
ADA,41365000,42589,0.0010295902332890124,1722213315
AAVE,10040047608,8887156,0.0008851707030670486,1722213315
INJ,2478486914,2927869,0.0011813130759180598,1722213315
LINK,1356403222,1433222,0.0010566341754089405,1722213315
BTC,6886386213160,3182083837,0.00046208326668042293,1722213316
ETH,329626387230,139443705,0.0004230356257938228,1722213316
BNB,58795000000,46535099,0.0007914805510672677,1722213316
ARB,72218500,62004,0.0008585611719988646,1722213316
CAKE,196049081,246036,0.001254971452786356,1722213316
SOL,18787551149,13392429,0.000712835264893628,1722213316
XRP,60158004,57653,0.0009583595891911573,1722213316
ADA,41364923,41236,0.0009968832771669852,1722213316
AAVE,10040906134,8255375,0.0008221743027799129,1722213316
INJ,2478391312,2853671,0.0011514206760582769,1722213316
LINK,1356490373,1525873,0.0011248682853719006,1722213316
BTC,6886344826603,3273784772,0.0004754023875413369,1722213317
ETH,329626387230,136387230,0.00041376308233732054,1722213317
BNB,58795106261,44904187,0.0007637402133548973,1722213317
ARB,72219339,61165,0.0008469338109007063,1722213317
CAKE,196049050,246067,0.0012551297749211232,1722213317
SOL,18787865670,13706950,0.0007295639771305646,1722213317
XRP,60158640,56215,0.0009344459914652326,1722213317
ADA,41364923,41236,0.0009968832771669852,1722213317
AAVE,10040847951,8723295,0.0008687807088176471,1722213317
INJ,2478383357,2873734,0.0011595195682231173,1722213317
LINK,1356500000,1535500,0.0011319572429045338,1722213317
BTC,6886304593095,3692130605,0.0005361555759096329,1722213318
ETH,329653428613,163743572,0.000496714299890472,1722213318
BNB,58795000000,53813251,0.0009152691725486861,1722213318
ARB,72224643,66638,0.0009226490742224922,1722213318
CAKE,196049050,246067,0.0012551297749211232,1722213318
SOL,18787750679,13565038,0.0007220150102993603,1722213318
XRP,60158503,58707,0.0009758720226133287,1722213318
ADA,41364910,42673,0.001031623180130212,1722213318
AAVE,10041000000,8597521,0.0008562415098097799,1722213318
INJ,2479354219,3549066,0.0014314477426430208,1722213318
LINK,1356575355,1524603,0.0011238616376013995,1722213318
BTC,6886358408595,3452591405,0.0005013667892584203,1722213319
ETH,329659757917,165072190,0.0005007350337300223,1722213319
BNB,58795000500,49680410,0.0008449767765543263,1722213319
ARB,72225050,66954,0.0009270190882526215,1722213319
CAKE,196049081,246036,0.001254971452786356,1722213319
SOL,18787715496,13600221,0.0007238890222121767,1722213319
XRP,60158379,59193,0.0009839527092310781,1722213319
ADA,41364949,41210,0.0009962540990924465,1722213319
AAVE,10041000000,8407350,0.0008373020615476546,1722213319
INJ,2479946651,2619234,0.0010561654618432355,1722213319
LINK,1356600000,1635500,0.0012055874981571576,1722213319
BTC,6886282684500,3411316782,0.0004953785573860288,1722213320
ETH,329666753916,144253869,0.00043757481543545726,1722213320
BNB,58795094987,53908238,0.0009168832538142762,1722213320
ARB,72230000,71867,0.0009949743873736675,1722213320
CAKE,196049063,235012,0.0011987407458305475,1722213320
SOL,18791862304,15362304,0.0008174976887059251,1722213320
XRP,60156271,62912,0.0010458095050472794,1722213320
ADA,41364863,41296,0.0009983352295884554,1722213320
AAVE,10041500000,7907350,0.0007874670119006125,1722213320
INJ,2480488097,2980484,0.0012015715792406804,1722213320
LINK,1356600000,1635500,0.0012055874981571576,1722213320
BTC,6886324304092,3486695907,0.0005063217695001862,1722213321
ETH,329672497889,149997842,0.00045499046162626505,1722213321
BNB,58795272170,43993396,0.0007482471698200151,1722213321
ARB,72236500,73173,0.0010129643601226527,1722213321
CAKE,196048232,245360,0.001251528756454177,1722213321
SOL,18791862304,15362304,0.0008174976887059251,1722213321
XRP,60155671,60327,0.0010028480939062254,1722213321
ADA,41364915,41244,0.000997076870579814,1722213321
AAVE,10042166822,8523178,0.0008487389376292518,1722213321
INJ,2480488097,2980484,0.0012015715792406804,1722213321
LINK,1356600000,1635500,0.0012055874981571576,1722213321
BTC,6886321908595,3462082866,0.0005027477530027871,1722213322
ETH,329675506705,152714695,0.00046322730046382263,1722213322
BNB,58798396751,45385650,0.0007718858422653865,1722213322
ARB,72245047,75604,0.001046493886286765,1722213322
CAKE,196050000,256149,0.0013065493496557002,1722213322
SOL,18791862304,15362304,0.0008174976887059251,1722213322
XRP,60154997,55337,0.0009199069530333448,1722213322
ADA,41364902,41298,0.0009983826384986963,1722213322
AAVE,10042495650,7720650,0.0007687979431686386,1722213322
INJ,2480578777,3038639,0.0012249717800435732,1722213322
LINK,1356587281,1622781,0.0011962230685251428,1722213322
BTC,6886017834219,3623165781,0.0005261627065493845,1722213323
ETH,329672350763,148350778,0.0004499946011749366,1722213323
BNB,58803312095,43138619,0.0007336086601772903,1722213323
ARB,72254640,72255,0.0010000049823789864,1722213323
CAKE,196098617,243190,0.0012401413315423842,1722213323
SOL,18786439321,14590229,0.000776636208208473,1722213323
XRP,60155162,57821,0.000961197644185548,1722213323
ADA,41365000,41186,0.0009956726701317539,1722213323
AAVE,10043000000,8579444,0.0008542710345514289,1722213323
INJ,2481333090,2826482,0.001139098177262449,1722213323
LINK,1356926462,1839321,0.001355505291929372,1722213323
BTC,6885999750000,3609641109,0.0005242000058161489,1722213324
ETH,329671926061,128926032,0.0003910737366703906,1722213324
BNB,58801500100,44950614,0.0007644467219978287,1722213324
ARB,72250283,72894,0.0010089095429563922,1722213324
CAKE,196099030,242864,0.0012384762943498497,1722213324
SOL,18785145863,14190470,0.0007554090930936095,1722213324
XRP,60150045,58122,0.0009662835663713967,1722213324
ADA,41366326,39833,0.0009629329904715251,1722213324
AAVE,10043004641,9033054,0.0008994374017436043,1722213324
INJ,2481488092,2696844,0.0010867849854666962,1722213324
LINK,1356748469,1679338,0.001237766644570284,1722213324
BTC,6885991062116,3628038570,0.0005268723902300765,1722213325
ETH,329676550952,135667454,0.0004115168446413188,1722213325
BNB,58800754213,45696501,0.0007771414093511263,1722213325
ARB,72250067,72678,0.0010059229426043301,1722213325
CAKE,196099509,242385,0.0012360306317748097,1722213325
SOL,18788406245,15265164,0.0008124778547441931,1722213325
XRP,60150003,54842,0.0009117539029881678,1722213325
ADA,41370014,37271,0.000900918235125567,1722213325
AAVE,10043502175,9248201,0.0009208143572687582,1722213325
INJ,2481494046,2505322,0.0010096022612016374,1722213325
LINK,1356709731,1640600,0.0012092490843938672,1722213325
BTC,6886108150045,3439849955,0.000499534697981402,1722213326
ETH,329710041060,148291020,0.0004497619166321182,1722213326
BNB,58804913365,52062478,0.0008853423127562497,1722213326
ARB,72253468,79841,0.0011050127033348765,1722213326
CAKE,196098516,258451,0.0013179650987261934,1722213326
SOL,18798501912,19953520,0.001061442028381139,1722213326
XRP,60147753,55164,0.0009171414932158812,1722213326
ADA,41382822,45331,0.0010954062050190778,1722213326
AAVE,10044000000,9038595,0.0008998999402628435,1722213326
INJ,2482171459,2634914,0.0010615358541998287,1722213326
LINK,1356851000,1886500,0.0013903516303558755,1722213326
BTC,6886223227972,3248390728,0.0004717231231780232,1722213327
ETH,329713500000,158312448,0.00048015154975455964,1722213327
BNB,58806319231,40708809,0.0006922522873790098,1722213327
ARB,72254643,81016,0.0011212566644333154,1722213327
CAKE,196099509,308125,0.0015712685950682315,1722213327
SOL,18799752739,18646645,0.0009918558642166406,1722213327
XRP,60143911,55926,0.0009298696920458,1722213327
ADA,41385000,43153,0.00104272079255769,1722213327
AAVE,10044000000,9038595,0.0008998999402628435,1722213327
INJ,2482661970,2825037,0.0011379064222746362,1722213327
LINK,1356811280,1760527,0.0012975474378426452,1722213327
BTC,6886223227972,3248360728,0.00047171876665355296,1722213328
ETH,329715166070,128349234,0.000389273067204773,1722213328
BNB,58804913365,39296892,0.000668258649682648,1722213328
ARB,72254643,80485,0.0011139076557336253,1722213328
CAKE,196100057,307577,0.001568469712377493,1722213328
SOL,18800000054,15812005,0.0008410640933288584,1722213328
XRP,60143911,55926,0.0009298696920458,1722213328
ADA,41385000,43153,0.00104272079255769,1722213328
AAVE,10044000000,9197993,0.0009157699123855038,1722213328
INJ,2483061404,2679545,0.0010791295759675864,1722213328
LINK,1356799374,1748621,0.0012887837608922717,1722213328
BTC,6886180857618,3290743582,0.0004778764383394806,1722213329
ETH,329718975621,122921064,0.0003728055498428253,1722213329
BNB,58805318236,39691008,0.0006749560956495527,1722213329
ARB,72254643,77254,0.0010691908061880536,1722213329
CAKE,196140321,254897,0.0012995645092270447,1722213329
SOL,18801500000,17396920,0.0009252942584368269,1722213329
XRP,60137157,57825,0.0009615519403419752,1722213329
ADA,41385000,43153,0.00104272079255769,1722213329
AAVE,10044002200,8244776,0.0008208656107223871,1722213329
INJ,2483856871,2579495,0.0010385038808462003,1722213329
LINK,1357026190,1533710,0.0011301992631402346,1722213329
BTC,6886080401876,3391198823,0.0004924715694687682,1722213330
ETH,329719749535,112749534,0.0003419556582795219,1722213330
BNB,58805106136,39695082,0.0006750278097993092,1722213330
ARB,72254643,75339,0.0010426873190695857,1722213330
CAKE,196141266,254933,0.0012997417891653662,1722213330
SOL,18802757900,18598905,0.0009891583510735944,1722213330
XRP,60137214,57768,0.0009606031965498103,1722213330
ADA,41385000,44154,0.001066908300108735,1722213330
AAVE,10043930995,8315981,0.0008279607858855068,1722213330
INJ,2483996665,2702523,0.00108797368292763,1722213330
LINK,1357026190,1566375,0.0011542702797799355,1722213330
BTC,6886205012912,3341620788,0.00048526304136084877,1722213331
ETH,329725903595,124096405,0.000376362316842497,1722213331
BNB,58807593707,55224706,0.000939074403811671,1722213331
ARB,72254602,77213,0.0010686239749822441,1722213331
CAKE,196140171,256028,0.0013053317874388924,1722213331
SOL,18801503000,17344005,0.000922479708138227,1722213331
XRP,60137214,60953,0.0010135654105958417,1722213331
ADA,41384941,42597,0.001029287440569264,1722213331
AAVE,10043879061,8367915,0.0008331357784356738,1722213331
INJ,2483999552,2537455,0.001021519910483462,1722213331
LINK,1357070006,1522559,0.001121945804761969,1722213331
BTC,6886457913570,3514235002,0.0005103109677146331,1722213332
ETH,329749500250,112790268,0.00034204833643261903,1722213332
BNB,58806712964,41102566,0.0006989434356782017,1722213332
ARB,72259998,87616,0.001212510412745929,1722213332
CAKE,196149150,247049,0.0012594956440035554,1722213332
SOL,18802000000,17793678,0.0009463715562174237,1722213332
XRP,60137854,59480,0.00098906089997824,1722213332
ADA,41384970,42729,0.001032476283056385,1722213332
AAVE,10043669124,8368571,0.0008332185077665248,1722213332
INJ,2483550044,2921522,0.0011763491567476545,1722213332
LINK,1357450000,1442056,0.0010623271575380309,1722213332
BTC,6886294335286,3662764548,0.0005318919537365199,1722213333
ETH,329763747346,99766430,0.0003025391080824948,1722213333
BNB,58809220748,50046153,0.0008509916023959896,1722213333
ARB,72260060,75829,0.0010493902163933992,1722213333
CAKE,196149058,251528,0.0012823309097920827,1722213333
SOL,18803000000,17260063,0.0009179419773440408,1722213333
XRP,60139449,60270,0.0010021708047242002,1722213333
ADA,41391322,42660,0.0010306508209619398,1722213333
AAVE,10043847905,9047644,0.0009008145170633187,1722213333
INJ,2483506991,2964575,0.0011937051156865456,1722213333
LINK,1357500000,1449947,0.001068100920810313,1722213333
BTC,6886410112901,3500251765,0.0005082839545734618,1722213334
ETH,329773356365,109659635,0.0003325303056885725,1722213334
BNB,58812103001,47163900,0.0008019420764327719,1722213334
ARB,72258612,74381,0.0010293721113823775,1722213334
CAKE,196149081,246137,0.0012548465623450971,1722213334
SOL,18802500033,16760096,0.0008913759324868818,1722213334
XRP,60139449,59551,0.0009902152578750763,1722213334
ADA,41394585,45923,0.0011093963135516396,1722213334
AAVE,10043950780,8430056,0.0008393167374721045,1722213334
INJ,2483495409,2967575,0.0011949186574880437,1722213334
LINK,1357485001,1434948,0.0010570636131838926,1722213334
BTC,6886341336617,3587881012,0.0005210141113572204,1722213335
ETH,329799007122,135026206,0.0004094196861849581,1722213335
BNB,58812853551,55243633,0.0009393122364330627,1722213335
ARB,72255102,76850,0.0010635927134944741,1722213335
CAKE,196149057,249543,0.001272211061407244,1722213335
SOL,18803000000,17260063,0.0009179419773440408,1722213335
XRP,60139500,60337,0.0010032840312939083,1722213335
ADA,41395917,37428,0.0009041471408883151,1722213335
AAVE,10044319182,8576367,0.0008538524955847027,1722213335
INJ,2483562278,2909288,0.001171417373250988,1722213335
LINK,1357480123,1430070,0.001053473988878436,1722213335
BTC,6886273671369,3655546260,0.0005308453358742673,1722213336
ETH,329799028648,136070641,0.00041258654265240565,1722213336
BNB,58814516350,53580834,0.0009110137653967123,1722213336
ARB,72255004,76752,0.0010622378486063056,1722213336
CAKE,196149547,250033,0.0012747059772715151,1722213336
SOL,18803006101,17266164,0.000918266148894231,1722213336
XRP,60139885,59834,0.0009949137747769221,1722213336
ADA,41395917,37428,0.0009041471408883151,1722213336
AAVE,10044495450,8400099,0.0008362887953719965,1722213336
INJ,2484324244,2820651,0.0011353795732631428,1722213336
LINK,1357497079,1447026,0.0010659514649312921,1722213336
BTC,6886331057202,3711605893,0.0005389816234754288,1722213337
ETH,329799531444,164427456,0.0004985678884383733,1722213337
BNB,58813163399,43163398,0.0007339070967356588,1722213337
ARB,72257042,75497,0.0010448393389809675,1722213337
CAKE,196149547,250033,0.0012747059772715151,1722213337
SOL,18803013900,13691554,0.0007281574152322464,1722213337
XRP,60139583,60136,0.0009999404219347514,1722213337
ADA,41397036,39991,0.0009660353461054555,1722213337
AAVE,10045450272,8716394,0.0008676956994447008,1722213337
INJ,2484324244,2820651,0.0011353795732631428,1722213337
LINK,1357497079,1437607,0.001059012960130281,1722213337
BTC,6886282703486,3757342639,0.0005456271258073596,1722213338
ETH,329800297729,136849395,0.0004149462445678276,1722213338
BNB,58814913349,52783636,0.0008974532647321745,1722213338
ARB,72258612,73285,0.001014204369162253,1722213338
CAKE,196149057,263316,0.0013424280698938053,1722213338
SOL,18803003050,15034969,0.0007996046674044442,1722213338
XRP,60139579,59421,0.0009880514793760029,1722213338
ADA,41396751,38209,0.0009229951403674167,1722213338
AAVE,10045347882,8379033,0.0008341207391148865,1722213338
INJ,2484046803,3036529,0.0012224121527552394,1722213338
LINK,1357497079,1437607,0.001059012960130281,1722213338
BTC,6886326682049,3892020792,0.0005651809697244779,1722213339
ETH,329800147334,144832822,0.0004391532968398671,1722213339
BNB,58814413649,50731673,0.0008625721120465948,1722213339
ARB,72259638,72259,0.0009999911707279795,1722213339
CAKE,196150000,239952,0.0012233086923273005,1722213339
SOL,18803006265,13699189,0.0007285637629925025,1722213339
XRP,60139100,58507,0.0009728612500020785,1722213339
ADA,41396784,40418,0.000976356037705731,1722213339
AAVE,10046012900,8689163,0.0008649364764403199,1722213339
INJ,2483895402,3215146,0.0012943966953726017,1722213339
LINK,1357482715,1402715,0.001033320707880984,1722213339
BTC,6886504527647,3714175194,0.0005393411387575272,1722213341
ETH,329799751082,145229074,0.00044035531719940825,1722213341
BNB,58814769410,39174707,0.0006660692100467422,1722213341
ARB,72265016,76891,0.0010640141558952952,1722213341
CAKE,196149547,245671,0.0012524678428138302,1722213341
SOL,18803406482,14840908,0.0007892669880963753,1722213341
XRP,60139666,60640,0.0010083195340659192,1722213341
ADA,41397459,43733,0.001056417496542481,1722213341
AAVE,10047494000,8614507,0.0008573786657648165,1722213341
INJ,2483889202,3072369,0.001236918698920291,1722213341
LINK,1357498539,1448486,0.0010670258260955668,1722213341
BTC,6886504527647,3714175194,0.0005393411387575272,1722213341
ETH,329799751082,145229074,0.00044035531719940825,1722213341
BNB,58814769410,39174707,0.0006660692100467422,1722213341
ARB,72265016,76891,0.0010640141558952952,1722213341
CAKE,196149547,245671,0.0012524678428138302,1722213341
SOL,18803406482,14840908,0.0007892669880963753,1722213341
XRP,60139666,60640,0.0010083195340659192,1722213341
ADA,41397459,43733,0.001056417496542481,1722213341
AAVE,10047494000,8614507,0.0008573786657648165,1722213341
INJ,2483889202,3072369,0.001236918698920291,1722213341
LINK,1357498539,1448486,0.0010670258260955668,1722213341
BTC,6886254161552,3757841033,0.0005457017625026305,1722213342
ETH,329805670909,159227967,0.00048279329631034206,1722213342
BNB,58814913349,55594790,0.0009452498836495395,1722213342
ARB,72268418,76332,0.0010562290155569753,1722213342
CAKE,196149547,245646,0.0012523403890400012,1722213342
SOL,18803751498,14495892,0.0007709042528849527,1722213342
XRP,60139998,60743,0.0010100266381784715,1722213342
ADA,41400014,41423,0.0010005552172035498,1722213342
AAVE,10048347837,8326234,0.0008286172149954008,1722213342
INJ,2484063624,3103717,0.0012494514915049534,1722213342
LINK,1357512149,1452149,0.0010697134468149795,1722213342
BTC,6886381473610,3661131993,0.0005316481532471291,1722213343
ETH,329809986473,134993683,0.00040930744530700045,1722213343
BNB,58813823529,58135975,0.0009884746733280184,1722213343
ARB,72268613,76198,0.0010543719719652016,1722213343
CAKE,196150000,270897,0.001381070609227632,1722213343
SOL,18803473850,14166774,0.0007534125934926647,1722213343
XRP,60140000,59837,0.0009949617559028932,1722213343
ADA,41398962,42686,0.001031088653865283,1722213343
AAVE,10048500000,8533252,0.000849206548241031,1722213343
INJ,2484464784,2961191,0.00119188286308992,1722213343
LINK,1357500000,1420000,0.0010460405156537754,1722213343
BTC,6886260616043,3557853298,0.0005166596933190748,1722213344
ETH,329788509147,111075515,0.00033680832387792255,1722213344
BNB,58811255150,47000717,0.0007991789476372024,1722213344
ARB,72263507,76128,0.0010534777948155768,1722213344
CAKE,196150613,249906,0.0012740515881028626,1722213344
SOL,18803406482,14099406,0.0007498325377104933,1722213344
XRP,60138500,61337,0.0010199289972313908,1722213344
ADA,41397034,44158,0.0010666947781814513,1722213344
AAVE,10048500000,8463320,0.0008422471015574463,1722213344
INJ,2484187219,2800880,0.0011274834596111817,1722213344
LINK,1357500000,1438515,0.0010596795580110497,1722213344
BTC,6886260616043,3557599499,0.0005166228374673796,1722213345
ETH,329780744574,104534293,0.00031698119044225575,1722213345
BNB,58810262763,55869512,0.0009499959594662762,1722213345
ARB,72259798,81122,0.0011226436032937706,1722213345
CAKE,196150613,249906,0.0012740515881028626,1722213345
SOL,18803406482,14099406,0.0007498325377104933,1722213345
XRP,60138350,61487,0.0010224257898662002,1722213345
ADA,41395216,45976,0.0011106597438699196,1722213345
AAVE,10048500000,8463320,0.0008422471015574463,1722213345
INJ,2484040016,3481994,0.0014017463396612207,1722213345
LINK,1357497079,1447026,0.0010659514649312921,1722213345
BTC,6886262642773,3555626192,0.0005163361283833054,1722213346
ETH,329764872153,145769095,0.0004420394872512921,1722213346
BNB,58814913349,56605592,0.0009624360349578316,1722213346
ARB,72259638,72259,0.0009999911707279795,1722213346
CAKE,196150000,246199,0.0012551567677797605,1722213346
SOL,18803406482,14099406,0.0007498325377104933,1722213346
XRP,60138850,57680,0.0009591137841844331,1722213346
ADA,41395024,41165,0.0009944431968441424,1722213346
AAVE,10048500000,8463320,0.0008422471015574463,1722213346
INJ,2484469463,3693032,0.0014864469276030703,1722213346
